Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,SamplingPoint,SamplingProcess,Sample,AirPollutant,AirPollutantCode,AveragingTime,Concentration,UnitOfMeasurement,DatetimeBegin,DatetimeEnd,Validity,Verification
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,71.5000000000,µg/m3,2020-01-10 00:00:00 +01:00,2020-01-11 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,82.1000000000,µg/m3,2020-01-11 00:00:00 +01:00,2020-01-12 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,76.0000000000,µg/m3,2020-01-12 00:00:00 +01:00,2020-01-13 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,59.5000000000,µg/m3,2020-01-13 00:00:00 +01:00,2020-01-14 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,54.2000000000,µg/m3,2020-01-14 00:00:00 +01:00,2020-01-15 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,48.0000000000,µg/m3,2020-01-15 00:00:00 +01:00,2020-01-16 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,56.0000000000,µg/m3,2020-01-16 00:00:00 +01:00,2020-01-17 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,79.9000000000,µg/m3,2020-01-17 00:00:00 +01:00,2020-01-18 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,34.5000000000,µg/m3,2020-01-18 00:00:00 +01:00,2020-01-19 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,15.4000000000,µg/m3,2020-01-19 00:00:00 +01:00,2020-01-20 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,9.9000000000,µg/m3,2020-01-20 00:00:00 +01:00,2020-01-21 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,29.2000000000,µg/m3,2020-01-21 00:00:00 +01:00,2020-01-22 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,46.2000000000,µg/m3,2020-01-22 00:00:00 +01:00,2020-01-23 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,56.5000000000,µg/m3,2020-01-23 00:00:00 +01:00,2020-01-24 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,60.5000000000,µg/m3,2020-01-24 00:00:00 +01:00,2020-01-25 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,29.6000000000,µg/m3,2020-01-25 00:00:00 +01:00,2020-01-26 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,27.5000000000,µg/m3,2020-01-26 00:00:00 +01:00,2020-01-27 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,33.5000000000,µg/m3,2020-01-27 00:00:00 +01:00,2020-01-28 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,10.8000000000,µg/m3,2020-01-28 00:00:00 +01:00,2020-01-29 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,17.2000000000,µg/m3,2020-02-13 00:00:00 +01:00,2020-02-14 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT1011A,IT1011A,SPO.IT1011A_6001_BETA_2012-11-13_00:00:00,SPP.IT1011A_6001_BETA_2012-11-13_00:00:00,SAM.IT1011A_6001_BETA_2012-11-13_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,94.1000000000,µg/m3,2020-01-01 00:00:00 +01:00,2020-01-02 00:00:00 +01:00,1,3
