Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,SamplingPoint,SamplingProcess,Sample,AirPollutant,AirPollutantCode,AveragingTime,Concentration,UnitOfMeasurement,DatetimeBegin,DatetimeEnd,Validity,Verification
IT,IT.ISPRA.AQD,NET.IT271A,STA.IT2143A,IT2143A,SPO.IT2143A_6001_BETA_2014-01-01_00:00:00,SPP.IT2143A_6001_BETA_2014-01-01_00:00:00,SAM.IT2143A_6001_BETA_2014-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,25.1000000000,µg/m3,2020-01-11 00:00:00 +01:00,2020-01-12 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT271A,STA.IT2143A,IT2143A,SPO.IT2143A_6001_BETA_2014-01-01_00:00:00,SPP.IT2143A_6001_BETA_2014-01-01_00:00:00,SAM.IT2143A_6001_BETA_2014-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,14.5000000000,µg/m3,2020-01-12 00:00:00 +01:00,2020-01-13 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT271A,STA.IT2143A,IT2143A,SPO.IT2143A_6001_BETA_2014-01-01_00:00:00,SPP.IT2143A_6001_BETA_2014-01-01_00:00:00,SAM.IT2143A_6001_BETA_2014-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,20.1000000000,µg/m3,2020-01-13 00:00:00 +01:00,2020-01-14 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT271A,STA.IT2143A,IT2143A,SPO.IT2143A_6001_BETA_2014-01-01_00:00:00,SPP.IT2143A_6001_BETA_2014-01-01_00:00:00,SAM.IT2143A_6001_BETA_2014-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,20.7000000000,µg/m3,2020-01-14 00:00:00 +01:00,2020-01-15 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT271A,STA.IT2143A,IT2143A,SPO.IT2143A_6001_BETA_2014-01-01_00:00:00,SPP.IT2143A_6001_BETA_2014-01-01_00:00:00,SAM.IT2143A_6001_BETA_2014-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,26.4000000000,µg/m3,2020-01-15 00:00:00 +01:00,2020-01-16 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT271A,STA.IT2143A,IT2143A,SPO.IT2143A_6001_BETA_2014-01-01_00:00:00,SPP.IT2143A_6001_BETA_2014-01-01_00:00:00,SAM.IT2143A_6001_BETA_2014-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,23.5000000000,µg/m3,2020-01-16 00:00:00 +01:00,2020-01-17 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT271A,STA.IT2143A,IT2143A,SPO.IT2143A_6001_BETA_2014-01-01_00:00:00,SPP.IT2143A_6001_BETA_2014-01-01_00:00:00,SAM.IT2143A_6001_BETA_2014-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,17.7000000000,µg/m3,2020-01-17 00:00:00 +01:00,2020-01-18 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT271A,STA.IT2143A,IT2143A,SPO.IT2143A_6001_BETA_2014-01-01_00:00:00,SPP.IT2143A_6001_BETA_2014-01-01_00:00:00,SAM.IT2143A_6001_BETA_2014-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,38.5000000000,µg/m3,2020-01-18 00:00:00 +01:00,2020-01-19 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT271A,STA.IT2143A,IT2143A,SPO.IT2143A_6001_BETA_2014-01-01_00:00:00,SPP.IT2143A_6001_BETA_2014-01-01_00:00:00,SAM.IT2143A_6001_BETA_2014-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,21.7000000000,µg/m3,2020-01-19 00:00:00 +01:00,2020-01-20 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT271A,STA.IT2143A,IT2143A,SPO.IT2143A_6001_BETA_2014-01-01_00:00:00,SPP.IT2143A_6001_BETA_2014-01-01_00:00:00,SAM.IT2143A_6001_BETA_2014-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,10.4000000000,µg/m3,2020-01-20 00:00:00 +01:00,2020-01-21 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT271A,STA.IT2143A,IT2143A,SPO.IT2143A_6001_BETA_2014-01-01_00:00:00,SPP.IT2143A_6001_BETA_2014-01-01_00:00:00,SAM.IT2143A_6001_BETA_2014-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,14.3000000000,µg/m3,2020-01-21 00:00:00 +01:00,2020-01-22 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT271A,STA.IT2143A,IT2143A,SPO.IT2143A_6001_BETA_2014-01-01_00:00:00,SPP.IT2143A_6001_BETA_2014-01-01_00:00:00,SAM.IT2143A_6001_BETA_2014-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,15.0000000000,µg/m3,2020-01-22 00:00:00 +01:00,2020-01-23 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT271A,STA.IT2143A,IT2143A,SPO.IT2143A_6001_BETA_2014-01-01_00:00:00,SPP.IT2143A_6001_BETA_2014-01-01_00:00:00,SAM.IT2143A_6001_BETA_2014-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,14.7000000000,µg/m3,2020-01-23 00:00:00 +01:00,2020-01-24 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT271A,STA.IT2143A,IT2143A,SPO.IT2143A_6001_BETA_2014-01-01_00:00:00,SPP.IT2143A_6001_BETA_2014-01-01_00:00:00,SAM.IT2143A_6001_BETA_2014-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,21.8000000000,µg/m3,2020-01-25 00:00:00 +01:00,2020-01-26 00:00:00 +01:00,1,3
