Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,SamplingPoint,SamplingProcess,Sample,AirPollutant,AirPollutantCode,AveragingTime,Concentration,UnitOfMeasurement,DatetimeBegin,DatetimeEnd,Validity,Verification
IT,IT.ISPRA.AQD,NET.IT250A,STA.IT2274A,IT2274A,SPO.IT2274A_6001_BETA_2016-06-16_00:00:00,SPP.IT2274A_6001_BETA_2016-06-16_00:00:00,SAM.IT2274A_6001_BETA_2016-06-16_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,17.3999960000,µg/m3,2020-01-10 00:00:00 +01:00,2020-01-11 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT250A,STA.IT2274A,IT2274A,SPO.IT2274A_6001_BETA_2016-06-16_00:00:00,SPP.IT2274A_6001_BETA_2016-06-16_00:00:00,SAM.IT2274A_6001_BETA_2016-06-16_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,20.3999960000,µg/m3,2020-01-11 00:00:00 +01:00,2020-01-12 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT250A,STA.IT2274A,IT2274A,SPO.IT2274A_6001_BETA_2016-06-16_00:00:00,SPP.IT2274A_6001_BETA_2016-06-16_00:00:00,SAM.IT2274A_6001_BETA_2016-06-16_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,18.2000030000,µg/m3,2020-01-12 00:00:00 +01:00,2020-01-13 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT250A,STA.IT2274A,IT2274A,SPO.IT2274A_6001_BETA_2016-06-16_00:00:00,SPP.IT2274A_6001_BETA_2016-06-16_00:00:00,SAM.IT2274A_6001_BETA_2016-06-16_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,20.5000000000,µg/m3,2020-01-13 00:00:00 +01:00,2020-01-14 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT250A,STA.IT2274A,IT2274A,SPO.IT2274A_6001_BETA_2016-06-16_00:00:00,SPP.IT2274A_6001_BETA_2016-06-16_00:00:00,SAM.IT2274A_6001_BETA_2016-06-16_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,23.7999900000,µg/m3,2020-01-14 00:00:00 +01:00,2020-01-15 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT250A,STA.IT2274A,IT2274A,SPO.IT2274A_6001_BETA_2016-06-16_00:00:00,SPP.IT2274A_6001_BETA_2016-06-16_00:00:00,SAM.IT2274A_6001_BETA_2016-06-16_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,36.2000100000,µg/m3,2020-01-15 00:00:00 +01:00,2020-01-16 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT250A,STA.IT2274A,IT2274A,SPO.IT2274A_6001_BETA_2016-06-16_00:00:00,SPP.IT2274A_6001_BETA_2016-06-16_00:00:00,SAM.IT2274A_6001_BETA_2016-06-16_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,26.2000060000,µg/m3,2020-01-16 00:00:00 +01:00,2020-01-17 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT250A,STA.IT2274A,IT2274A,SPO.IT2274A_6001_BETA_2016-06-16_00:00:00,SPP.IT2274A_6001_BETA_2016-06-16_00:00:00,SAM.IT2274A_6001_BETA_2016-06-16_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,20.2999900000,µg/m3,2020-01-17 00:00:00 +01:00,2020-01-18 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT250A,STA.IT2274A,IT2274A,SPO.IT2274A_6001_BETA_2016-06-16_00:00:00,SPP.IT2274A_6001_BETA_2016-06-16_00:00:00,SAM.IT2274A_6001_BETA_2016-06-16_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,11.8999980000,µg/m3,2020-01-18 00:00:00 +01:00,2020-01-19 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT250A,STA.IT2274A,IT2274A,SPO.IT2274A_6001_BETA_2016-06-16_00:00:00,SPP.IT2274A_6001_BETA_2016-06-16_00:00:00,SAM.IT2274A_6001_BETA_2016-06-16_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,10.0000000000,µg/m3,2020-01-19 00:00:00 +01:00,2020-01-20 00:00:00 +01:00,1,3
