Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,SamplingPoint,SamplingProcess,Sample,AirPollutant,AirPollutantCode,AveragingTime,Concentration,UnitOfMeasurement,DatetimeBegin,DatetimeEnd,Validity,Verification
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2067A,IT2067A,SPO.IT2067A_6001_BETA_2009-06-20_00:00:00,SPP.IT2067A_6001_BETA_2009-06-20_00:00:00,SAM.IT2067A_6001_BETA_2009-06-20_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,40.7000000000,µg/m3,2020-01-10 00:00:00 +01:00,2020-01-11 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2067A,IT2067A,SPO.IT2067A_6001_BETA_2009-06-20_00:00:00,SPP.IT2067A_6001_BETA_2009-06-20_00:00:00,SAM.IT2067A_6001_BETA_2009-06-20_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,36.0000000000,µg/m3,2020-01-11 00:00:00 +01:00,2020-01-12 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2067A,IT2067A,SPO.IT2067A_6001_BETA_2009-06-20_00:00:00,SPP.IT2067A_6001_BETA_2009-06-20_00:00:00,SAM.IT2067A_6001_BETA_2009-06-20_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,19.7000000000,µg/m3,2020-01-12 00:00:00 +01:00,2020-01-13 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2067A,IT2067A,SPO.IT2067A_6001_BETA_2009-06-20_00:00:00,SPP.IT2067A_6001_BETA_2009-06-20_00:00:00,SAM.IT2067A_6001_BETA_2009-06-20_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,30.1000000000,µg/m3,2020-01-13 00:00:00 +01:00,2020-01-14 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2067A,IT2067A,SPO.IT2067A_6001_BETA_2009-06-20_00:00:00,SPP.IT2067A_6001_BETA_2009-06-20_00:00:00,SAM.IT2067A_6001_BETA_2009-06-20_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,52.5000000000,µg/m3,2020-01-14 00:00:00 +01:00,2020-01-15 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2067A,IT2067A,SPO.IT2067A_6001_BETA_2009-06-20_00:00:00,SPP.IT2067A_6001_BETA_2009-06-20_00:00:00,SAM.IT2067A_6001_BETA_2009-06-20_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,46.2000000000,µg/m3,2020-01-15 00:00:00 +01:00,2020-01-16 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2067A,IT2067A,SPO.IT2067A_6001_BETA_2009-06-20_00:00:00,SPP.IT2067A_6001_BETA_2009-06-20_00:00:00,SAM.IT2067A_6001_BETA_2009-06-20_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,28.6000000000,µg/m3,2020-01-16 00:00:00 +01:00,2020-01-17 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2067A,IT2067A,SPO.IT2067A_6001_BETA_2009-06-20_00:00:00,SPP.IT2067A_6001_BETA_2009-06-20_00:00:00,SAM.IT2067A_6001_BETA_2009-06-20_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,29.5000000000,µg/m3,2020-01-17 00:00:00 +01:00,2020-01-18 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2067A,IT2067A,SPO.IT2067A_6001_BETA_2009-06-20_00:00:00,SPP.IT2067A_6001_BETA_2009-06-20_00:00:00,SAM.IT2067A_6001_BETA_2009-06-20_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,17.7000000000,µg/m3,2020-01-18 00:00:00 +01:00,2020-01-19 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2067A,IT2067A,SPO.IT2067A_6001_BETA_2009-06-20_00:00:00,SPP.IT2067A_6001_BETA_2009-06-20_00:00:00,SAM.IT2067A_6001_BETA_2009-06-20_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,2.7000000000,µg/m3,2020-01-19 00:00:00 +01:00,2020-01-20 00:00:00 +01:00,1,3
