Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,SamplingPoint,SamplingProcess,Sample,AirPollutant,AirPollutantCode,AveragingTime,Concentration,UnitOfMeasurement,DatetimeBegin,DatetimeEnd,Validity,Verification
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,4.1000000000,µg/m3,2020-01-10 00:00:00 +01:00,2020-01-11 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,10.0000000000,µg/m3,2020-01-11 00:00:00 +01:00,2020-01-12 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,7.1000000000,µg/m3,2020-01-12 00:00:00 +01:00,2020-01-13 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,,µg/m3,2020-01-13 00:00:00 +01:00,2020-01-14 00:00:00 +01:00,-99,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,5.6000000000,µg/m3,2020-01-14 00:00:00 +01:00,2020-01-15 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,6.0000000000,µg/m3,2020-01-15 00:00:00 +01:00,2020-01-16 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,10.0000000000,µg/m3,2020-01-16 00:00:00 +01:00,2020-01-17 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,4.9000000000,µg/m3,2020-01-17 00:00:00 +01:00,2020-01-18 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,2.1000000000,µg/m3,2020-01-18 00:00:00 +01:00,2020-01-19 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,2.2000000000,µg/m3,2020-01-20 00:00:00 +01:00,2020-01-21 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,6.9000000000,µg/m3,2020-01-21 00:00:00 +01:00,2020-01-22 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,4.3000000000,µg/m3,2020-01-22 00:00:00 +01:00,2020-01-23 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,5.0000000000,µg/m3,2020-01-23 00:00:00 +01:00,2020-01-24 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,12.3000000000,µg/m3,2020-01-24 00:00:00 +01:00,2020-01-25 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,1.9000000000,µg/m3,2020-01-25 00:00:00 +01:00,2020-01-26 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT252A,STA.IT2099A,IT2099A,SPO.IT2099A_6001_BETA_2012-01-01_00:00:00,SPP.IT2099A_6001_BETA_2012-01-01_00:00:00,SAM.IT2099A_6001_BETA_2012-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,8.9000000000,µg/m3,2020-01-26 00:00:00 +01:00,2020-01-27 00:00:00 +01:00,1,3
