Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,SamplingPoint,SamplingProcess,Sample,AirPollutant,AirPollutantCode,AveragingTime,Concentration,UnitOfMeasurement,DatetimeBegin,DatetimeEnd,Validity,Verification
IT,IT.ISPRA.AQD,NET.IT223A,STA.IT1665A,IT1665A,SPO.IT1665A_6001_BETA_2015-02-17_00:00:00,SPP.IT1665A_6001_BETA_2015-02-17_00:00:00,SAM.IT1665A_6001_BETA_2015-02-17_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,22.0000000000,µg/m3,2020-01-11 00:00:00 +01:00,2020-01-12 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT223A,STA.IT1665A,IT1665A,SPO.IT1665A_6001_BETA_2015-02-17_00:00:00,SPP.IT1665A_6001_BETA_2015-02-17_00:00:00,SAM.IT1665A_6001_BETA_2015-02-17_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,16.3000000000,µg/m3,2020-01-12 00:00:00 +01:00,2020-01-13 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT223A,STA.IT1665A,IT1665A,SPO.IT1665A_6001_BETA_2015-02-17_00:00:00,SPP.IT1665A_6001_BETA_2015-02-17_00:00:00,SAM.IT1665A_6001_BETA_2015-02-17_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,14.1000000000,µg/m3,2020-01-13 00:00:00 +01:00,2020-01-14 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT223A,STA.IT1665A,IT1665A,SPO.IT1665A_6001_BETA_2015-02-17_00:00:00,SPP.IT1665A_6001_BETA_2015-02-17_00:00:00,SAM.IT1665A_6001_BETA_2015-02-17_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,17.1000000000,µg/m3,2020-01-14 00:00:00 +01:00,2020-01-15 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT223A,STA.IT1665A,IT1665A,SPO.IT1665A_6001_BETA_2015-02-17_00:00:00,SPP.IT1665A_6001_BETA_2015-02-17_00:00:00,SAM.IT1665A_6001_BETA_2015-02-17_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,22.8000000000,µg/m3,2020-01-15 00:00:00 +01:00,2020-01-16 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT223A,STA.IT1665A,IT1665A,SPO.IT1665A_6001_BETA_2015-02-17_00:00:00,SPP.IT1665A_6001_BETA_2015-02-17_00:00:00,SAM.IT1665A_6001_BETA_2015-02-17_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,33.2000000000,µg/m3,2020-01-16 00:00:00 +01:00,2020-01-17 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT223A,STA.IT1665A,IT1665A,SPO.IT1665A_6001_BETA_2015-02-17_00:00:00,SPP.IT1665A_6001_BETA_2015-02-17_00:00:00,SAM.IT1665A_6001_BETA_2015-02-17_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,11.5000000000,µg/m3,2020-01-17 00:00:00 +01:00,2020-01-18 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT223A,STA.IT1665A,IT1665A,SPO.IT1665A_6001_BETA_2015-02-17_00:00:00,SPP.IT1665A_6001_BETA_2015-02-17_00:00:00,SAM.IT1665A_6001_BETA_2015-02-17_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,29.2000000000,µg/m3,2020-01-18 00:00:00 +01:00,2020-01-19 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT223A,STA.IT1665A,IT1665A,SPO.IT1665A_6001_BETA_2015-02-17_00:00:00,SPP.IT1665A_6001_BETA_2015-02-17_00:00:00,SAM.IT1665A_6001_BETA_2015-02-17_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,25.1000000000,µg/m3,2020-01-19 00:00:00 +01:00,2020-01-20 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT223A,STA.IT1665A,IT1665A,SPO.IT1665A_6001_BETA_2015-02-17_00:00:00,SPP.IT1665A_6001_BETA_2015-02-17_00:00:00,SAM.IT1665A_6001_BETA_2015-02-17_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,14.3000000000,µg/m3,2020-01-20 00:00:00 +01:00,2020-01-21 00:00:00 +01:00,1,3
