location_name,pc,time,pc_scores,cases,cases_first_derivative,cases_second_derivative,cases_first_derivative_smooth,cases_second_derivative_smooth
Albuquerque,1,2020-02-13,,0.0,0.0,0.0,0.0,0.0
Albuquerque,1,2020-02-14,,0.0,0.0,0.0,0.0,0.0
Albuquerque,1,2020-02-15,-0.0012898405103692538,0.0,0.0,0.0,0.0,0.0
Albuquerque,1,2020-02-16,0.0017029145730152202,0.0,0.0,0.0,0.0,0.0
Albuquerque,1,2020-02-17,-0.006979851086524128,0.0,0.0,0.0,0.0,0.0
Albuquerque,1,2020-02-18,-0.006904094077419772,0.0,0.0,0.0,0.0,0.0
Albuquerque,1,2020-02-19,0.001791879578090699,0.0,0.0,0.0,0.0,0.0
Albuquerque,1,2020-02-20,0.01035953460729673,0.0,0.0,0.0,0.0,0.0006250000000000001
Albuquerque,1,2020-02-21,0.01351122747541334,0.0,0.0,0.0,0.0,0.0025000000000000005
Albuquerque,1,2020-02-22,0.01446324641779826,0.0,0.0,0.0,0.0,0.00625
Albuquerque,1,2020-02-23,0.0011596461089301738,0.0,0.0,0.0,0.0,0.01125
Albuquerque,1,2020-02-24,-0.006968009015965675,0.0,0.0,0.0,0.0,0.014375
Albuquerque,1,2020-02-25,-0.02690043084740243,0.0,0.0,0.0,0.0,0.02
Albuquerque,1,2020-02-26,-0.019235453743419208,0.0,0.0,0.0,0.0,0.030000000000000006
Albuquerque,1,2020-02-27,-0.01441632768812937,0.0,0.0,0.0,0.0,0.03625
Albuquerque,1,2020-02-28,0.00155718478425421,0.0,0.0,0.0,0.0,0.04125
Albuquerque,1,2020-02-29,0.007992301426312428,0.0,0.0,0.0,0.0,0.049375
Albuquerque,1,2020-03-01,0.0002133327087911403,0.0,0.0,0.0,0.025,0.06125000000000001
Albuquerque,1,2020-03-02,-0.0007706160882993197,0.0,0.0,0.0,0.07500000000000001,0.07437500000000001
Albuquerque,1,2020-03-03,-0.001452926232452014,0.0,0.0,0.0,0.17500000000000002,0.08375000000000002
Albuquerque,1,2020-03-04,0.00552974072737852,0.0,0.0,0.0,0.275,0.09437500000000004
Albuquerque,1,2020-03-05,0.0031164658164718946,0.0,0.0,0.0,0.3,0.1075
Albuquerque,1,2020-03-06,0.00022711320919893135,0.0,0.0,0.0,0.5,0.116875
Albuquerque,1,2020-03-07,-0.002624060022775161,0.0,0.0,0.0,0.7000000000000002,0.12437500000000005
Albuquerque,1,2020-03-08,-0.013645979876213857,0.0,0.0,0.0,0.75,0.156875
Albuquerque,1,2020-03-09,-0.022340098857099026,0.0,0.0,0.25,0.8999999999999999,0.21375
Albuquerque,1,2020-03-10,-0.025504072383874105,0.0,0.5,0.5,1.0750000000000002,0.2475
Albuquerque,1,2020-03-11,-0.027501661799170067,1.0,1.0,0.75,1.375,0.26875
Albuquerque,1,2020-03-12,-0.032569864890197586,2.0,2.0,0.5,1.6,0.30000000000000016
Albuquerque,1,2020-03-13,-0.03927258874724531,5.0,2.0,-0.75,1.7500000000000004,0.3218750000000001
Albuquerque,1,2020-03-14,-0.041172670374147124,6.0,0.5,1.0,2.0250000000000004,0.3693750000000001
Albuquerque,1,2020-03-15,-0.03729142792795844,6.0,4.0,1.75,2.2749999999999995,0.4425000000000001
Albuquerque,1,2020-03-16,-0.03127101421506341,14.0,4.0,-1.5,2.4000000000000004,0.4925
Albuquerque,1,2020-03-17,-0.02528555927742929,14.0,1.0,-0.5,2.575000000000001,0.5375
Albuquerque,1,2020-03-18,-0.026538289535439328,16.0,3.0,1.25,3.6999999999999993,0.6006250000000001
Albuquerque,1,2020-03-19,-0.03388724574458358,20.0,3.5,1.5,4.85,0.6568750000000002
Albuquerque,1,2020-03-20,-0.03566012776197621,23.0,6.0,0.5,5.049999999999999,0.6800000000000002
Albuquerque,1,2020-03-21,-0.03407606702991335,32.0,4.5,-1.5,5.725000000000001,0.73
Albuquerque,1,2020-03-22,-0.026202811124035896,32.0,3.0,0.5,6.375000000000004,0.8174999999999999
Albuquerque,1,2020-03-23,-0.026802923059008284,38.0,5.5,1.0,6.75,0.870625
Albuquerque,1,2020-03-24,-0.03098468514133949,43.0,5.0,-1.5,8.475000000000001,0.9000000000000002
Albuquerque,1,2020-03-25,-0.03448735767955598,48.0,2.5,-0.75,9.8,0.9131250000000004
Albuquerque,1,2020-03-26,-0.03164033238493251,48.0,3.5,10.0,10.699999999999996,0.9175000000000004
Albuquerque,1,2020-03-27,-0.028455782324797715,55.0,22.5,9.75,12.0,0.93
Albuquerque,1,2020-03-28,-0.02785567038982532,93.0,23.0,-9.25,13.475,0.8874999999999998
Albuquerque,1,2020-03-29,-0.02940384500931461,101.0,4.0,-4.5,14.450000000000005,0.8137500000000006
Albuquerque,1,2020-03-30,-0.025030041041615658,101.0,14.0,5.0,14.725,0.8093750000000002
Albuquerque,1,2020-03-31,-0.022605659717980637,129.0,14.0,-2.25,16.924999999999994,0.8212499999999994
Albuquerque,1,2020-04-01,-0.022289638823141677,129.0,9.5,11.25,18.75,0.7925000000000003
Albuquerque,1,2020-04-02,-0.02449346068622398,148.0,36.5,8.75,19.425,0.7737500000000005
Albuquerque,1,2020-04-03,-0.024558111282599944,202.0,27.0,-7.25,20.350000000000012,0.7256249999999994
Albuquerque,1,2020-04-04,-0.022372819598769453,202.0,22.0,1.5,20.475000000000012,0.6425
Albuquerque,1,2020-04-05,-0.023259260607465762,246.0,30.0,4.25,20.900000000000006,0.5818750000000009
Albuquerque,1,2020-04-06,-0.022547258642198025,262.0,30.5,-3.75,21.274999999999988,0.5093750000000007
Albuquerque,1,2020-04-07,-0.023974427943636637,307.0,22.5,-10.75,20.5,0.4025000000000005
Albuquerque,1,2020-04-08,-0.0212043339040476,307.0,9.0,13.75,20.600000000000023,0.3212500000000001
Albuquerque,1,2020-04-09,-0.022929976487520844,325.0,50.0,16.0,21.674999999999986,0.32624999999999915
Albuquerque,1,2020-04-10,-0.02151923578209132,407.0,41.0,-16.75,21.949999999999992,0.2806250000000001
Albuquerque,1,2020-04-11,-0.02308798693494032,407.0,16.5,-8.5,21.850000000000023,0.15250000000000102
Albuquerque,1,2020-04-12,-0.023373196991869,440.0,24.0,-4.5,22.224999999999994,0.10374999999999987
Albuquerque,1,2020-04-13,-0.023812269558866537,455.0,7.5,-6.5,22.024999999999977,0.1143749999999991
Albuquerque,1,2020-04-14,-0.020798937942122345,455.0,11.0,1.75,21.950000000000014,0.14312499999999995
Albuquerque,1,2020-04-15,-0.018976906587050205,477.0,11.0,-2.0,21.825000000000014,0.17125000000000032
Albuquerque,1,2020-04-16,-0.0208350157341785,477.0,7.0,7.0,21.25,0.17375000000000018
Albuquerque,1,2020-04-17,-0.023277927237065343,491.0,25.0,9.25,20.325000000000017,0.2150000000000003
Albuquerque,1,2020-04-18,-0.021505045219672718,527.0,25.5,-2.75,20.44999999999999,0.25312499999999866
Albuquerque,1,2020-04-19,-0.021692747488207247,542.0,19.5,-6.75,21.774999999999977,0.215
Albuquerque,1,2020-04-20,-0.020725227287125884,566.0,12.0,-1.25,21.100000000000023,0.17562500000000167
Albuquerque,1,2020-04-21,-0.021483349669517763,566.0,17.0,10.25,20.67500000000001,0.1812499999999987
Albuquerque,1,2020-04-22,-0.020153688156473296,600.0,32.5,4.25,21.649999999999977,0.1843749999999994
Albuquerque,1,2020-04-23,-0.018777906226304684,631.0,25.5,-6.5,22.699999999999992,0.16562500000000224
Albuquerque,1,2020-04-24,-0.01627659364763523,651.0,19.5,-3.5,23.850000000000023,0.14750000000000024
Albuquerque,1,2020-04-25,-0.014504830647037852,670.0,18.5,-3.75,24.375,0.1549999999999984
Albuquerque,1,2020-04-26,-0.01241177979745564,688.0,12.0,3.25,24.75,0.18812500000000024
Albuquerque,1,2020-04-27,-0.01266729803326927,694.0,25.0,11.75,25.625,0.2343750000000008
Albuquerque,1,2020-04-28,-0.010037666828295374,738.0,35.5,5.75,25.599999999999966,0.2418749999999997
Albuquerque,1,2020-04-29,-0.007524073590967447,765.0,36.5,-1.5,25.275000000000034,0.15437500000000035
Albuquerque,1,2020-04-30,0.0024503658858000816,811.0,32.5,-0.25,25.375,0.09875000000000124
Albuquerque,1,2020-05-01,0.00346288748721034,830.0,36.0,6.25,25.67499999999995,0.1112499999999998
Albuquerque,1,2020-05-02,-0.0016977481175480522,883.0,45.0,-2.75,25.775000000000034,0.0599999999999981
Albuquerque,1,2020-05-03,-0.011131459301573275,920.0,30.5,-11.75,25.100000000000023,-0.048749999999999634
Albuquerque,1,2020-05-04,-0.008945048600947546,944.0,21.5,-6.0,24.774999999999977,-0.15812499999999965
Albuquerque,1,2020-05-05,-0.00397323428151893,963.0,18.5,1.5,25.199999999999992,-0.2287500000000022
Albuquerque,1,2020-05-06,0.003325453573150571,981.0,24.5,3.0,25.400000000000034,-0.2643750000000011
Albuquerque,1,2020-05-07,0.0034834640205700547,1012.0,24.5,-2.75,25.550000000000008,-0.31124999999999825
Albuquerque,1,2020-05-08,0.008358889568399775,1030.0,19.0,-1.5,24.899999999999977,-0.3262499999999945
Albuquerque,1,2020-05-09,0.008691339059247825,1050.0,21.5,-0.5,23.5,-0.2881249999999965
Albuquerque,1,2020-05-10,0.012853643625014562,1073.0,18.0,-1.25,23.32500000000005,-0.2756250000000008
Albuquerque,1,2020-05-11,0.004416025446390504,1086.0,19.0,0.5,22.899999999999977,-0.29687499999999994
Albuquerque,1,2020-05-12,-0.0026149999641546548,1111.0,19.0,0.0,21.824999999999925,-0.32000000000000023
Albuquerque,1,2020-05-13,-0.013078780362394482,1124.0,19.0,4.5,20.57500000000005,-0.3250000000000013
Albuquerque,1,2020-05-14,-0.01367889229736687,1149.0,28.0,1.75,19.649999999999977,-0.309375
Albuquerque,1,2020-05-15,-0.01424931241122422,1180.0,22.5,-6.5,19.42499999999995,-0.3193750000000008
Albuquerque,1,2020-05-16,-0.012808879884679653,1194.0,15.0,-5.25,19.125,-0.3487500000000039
Albuquerque,1,2020-05-17,-0.011510029209545476,1210.0,12.0,-3.75,18.800000000000068,-0.3625000000000028
Albuquerque,1,2020-05-18,-0.009324737525714987,1218.0,7.5,10.5,19.375000000000114,-0.3431249999999991
Albuquerque,1,2020-05-19,0.0007460907226514411,1225.0,33.0,8.25,19.975000000000023,-0.2799999999999982
Albuquerque,1,2020-05-20,-0.0012503796758492748,1284.0,24.0,-9.25,19.649999999999977,-0.2631249999999993
Albuquerque,1,2020-05-21,-0.007933454336849938,1273.0,14.5,-2.0,19.524999999999977,-0.2924999999999982
Albuquerque,1,2020-05-22,-0.017973471747306072,1313.0,20.0,-1.25,19.125,-0.26374999999999593
Albuquerque,1,2020-05-23,-0.018085361777601415,1313.0,12.0,-1.5,18.75,-0.1949999999999988
Albuquerque,1,2020-05-24,-0.014299580765698984,1337.0,17.0,0.25,18.75,-0.13312500000000105
Albuquerque,1,2020-05-25,-0.017308764445092554,1347.0,12.5,0.5,18.449999999999925,-0.10687499999999936
Albuquerque,1,2020-05-26,-0.019825386602975857,1362.0,18.0,11.75,18.199999999999925,-0.1012499999999988
Albuquerque,1,2020-05-27,-0.020539434922351486,1383.0,36.0,6.5,18.25,-0.08437499999999992
Albuquerque,1,2020-05-28,-0.01707060214260067,1434.0,31.0,-10.5,18.475000000000023,-0.10375000000000503
Albuquerque,1,2020-05-29,-0.010927136757547062,1445.0,15.0,-7.75,18.725000000000023,-0.18312500000000675
Albuquerque,1,2020-05-30,-0.010783508552028781,1464.0,15.5,-2.0,17.575000000000045,-0.2275000000000005
Albuquerque,1,2020-05-31,-0.011858770846054868,1476.0,11.0,-2.0,16.950000000000045,-0.20624999999999707
Albuquerque,1,2020-06-01,-0.017905847459509572,1486.0,11.5,4.0,17.225000000000026,-0.1762499999999988
Albuquerque,1,2020-06-02,-0.020169189415169736,1499.0,19.0,5.25,17.375,-0.14499999999999874
Albuquerque,1,2020-06-03,-0.020185618011178824,1524.0,22.0,-0.75,17.524999999999974,-0.12437500000000047
Albuquerque,1,2020-06-04,-0.014863943038445574,1543.0,17.5,-3.0,17.274999999999974,-0.10937499999999993
Albuquerque,1,2020-06-05,-0.006026195852042122,1559.0,16.0,-0.5,17.225000000000026,-0.057499999999995936
Albuquerque,1,2020-06-06,-0.004838116190408046,1575.0,16.5,-1.75,17.325000000000045,0.028750000000002364
Albuquerque,1,2020-06-07,-0.004206266080212707,1592.0,12.5,-3.25,16.699999999999932,0.10124999999999897
Albuquerque,1,2020-06-08,0.0076332962481957265,1600.0,10.0,-0.5,15.32499999999993,0.1537499999999967
Albuquerque,1,2020-06-09,0.0019946730433108625,1612.0,11.5,5.0,15.200000000000045,0.251249999999999
Albuquerque,1,2020-06-10,-0.003262159653563843,1623.0,20.0,5.75,15.725000000000026,0.3731250000000018
Albuquerque,1,2020-06-11,-0.013741441310500103,1652.0,23.0,-2.5,15.875,0.4349999999999996
Albuquerque,1,2020-06-12,-0.006360746926132905,1669.0,15.0,-5.5,16.200000000000045,0.4974999999999967
Albuquerque,1,2020-06-13,-0.005600578189633131,1682.0,12.0,-1.75,16.324999999999932,0.6218749999999973
Albuquerque,1,2020-06-14,-0.014941856859927488,1693.0,11.5,4.0,16.5,0.7693750000000024
Albuquerque,1,2020-06-15,-0.014800275008517097,1705.0,20.0,6.0,17.850000000000023,0.9181250000000034
Albuquerque,1,2020-06-16,-0.013089942004257707,1733.0,23.5,-8.25,19.75,1.0406249999999972
Albuquerque,1,2020-06-17,-0.008419766337766853,1752.0,3.5,-5.5,21.024999999999977,1.166874999999999
Albuquerque,1,2020-06-18,0.015479697574030926,1740.0,12.5,11.25,22.324999999999925,1.3912500000000052
Albuquerque,1,2020-06-19,0.032202597966005136,1777.0,26.0,0.75,24.02500000000009,1.6487499999999984
Albuquerque,1,2020-06-20,0.03959860192958618,1792.0,14.0,-4.0,25.42500000000007,1.8199999999999958
Albuquerque,1,2020-06-21,0.02987460541396901,1805.0,18.0,3.75,26.149999999999977,1.9525000000000008
Albuquerque,1,2020-06-22,0.024220672629870297,1828.0,21.5,3.75,28.34999999999991,2.1131249999999966
Albuquerque,1,2020-06-23,0.019184399393548313,1848.0,25.5,11.5,31.42499999999995,2.276250000000002
Albuquerque,1,2020-06-24,0.005910682585277864,1879.0,44.5,14.25,34.15000000000009,2.39250000000001
Albuquerque,1,2020-06-25,0.002380419809189052,1937.0,54.0,-1.25,37.075000000000045,2.4868750000000066
Albuquerque,1,2020-06-26,0.007893944987807456,1987.0,42.0,-7.75,39.0999999999999,2.5900000000000007
Albuquerque,1,2020-06-27,0.010221937539843573,2021.0,38.5,1.0,41.60000000000002,2.690624999999997
Albuquerque,1,2020-06-28,0.004802754778716182,2064.0,44.0,0.5,46.075000000000045,2.7949999999999986
Albuquerque,1,2020-06-29,-0.0010934882452250418,2109.0,39.5,-4.75,50.39999999999986,2.874375000000001
Albuquerque,1,2020-06-30,-0.0010934882452250418,2143.0,34.5,13.75,53.325000000000045,2.9293749999999963
Albuquerque,1,2020-07-01,-0.000742508575125161,2178.0,67.0,21.0,56.375,2.9881249999999966
Albuquerque,1,2020-07-02,0.0003214003975551027,2277.0,76.5,-0.25,60.2249999999999,2.968750000000003
Albuquerque,1,2020-07-03,-0.000834941088856034,2331.0,66.5,-3.25,63.35000000000014,2.8793749999999987
Albuquerque,1,2020-07-04,0.00416749238900028,2410.0,70.0,-3.0,65.17500000000018,2.8262499999999986
Albuquerque,1,2020-07-05,0.0004134495523207876,2471.0,60.5,1.75,68.65000000000009,2.770000000000005
Albuquerque,1,2020-07-06,-0.003641112920501227,2531.0,73.5,16.25,72.54999999999995,2.711250000000001
Albuquerque,1,2020-07-07,-0.01051281718734907,2618.0,93.0,12.75,75.84999999999991,2.634374999999997
Albuquerque,1,2020-07-08,-0.009575916144695409,2717.0,99.0,-4.25,79.29999999999995,2.4299999999999984
Albuquerque,1,2020-07-09,-0.008257416273514165,2816.0,84.5,-12.0,82.02500000000009,2.1562500000000058
Albuquerque,1,2020-07-10,-0.005532515313736622,2886.0,75.0,5.25,84.59999999999991,1.9375000000000056
Albuquerque,1,2020-07-11,-0.0076563770012291225,2966.0,95.0,4.5,86.5,1.7474999999999967
Albuquerque,1,2020-07-12,-0.007262497514043072,3076.0,84.0,-16.5,86.75,1.5
Albuquerque,1,2020-07-13,-0.009085647885910455,3134.0,62.0,15.0,88.1999999999998,1.2500000000000058
Albuquerque,1,2020-07-14,,,,,,
Albuquerque,2,2020-02-13,,0.0,0.0,0.0,0.0,0.0
Albuquerque,2,2020-02-14,,0.0,0.0,0.0,0.0,0.0
Albuquerque,2,2020-02-15,0.013556142964217635,0.0,0.0,0.0,0.0,0.0
Albuquerque,2,2020-02-16,0.017527423170153274,0.0,0.0,0.0,0.0,0.0
Albuquerque,2,2020-02-17,0.01548763065122567,0.0,0.0,0.0,0.0,0.0
Albuquerque,2,2020-02-18,0.004535137095384847,0.0,0.0,0.0,0.0,0.0
Albuquerque,2,2020-02-19,-0.0010037002786955173,0.0,0.0,0.0,0.0,0.0
Albuquerque,2,2020-02-20,-0.005096650605961239,0.0,0.0,0.0,0.0,0.0006250000000000001
Albuquerque,2,2020-02-21,-0.003787848534954031,0.0,0.0,0.0,0.0,0.0025000000000000005
Albuquerque,2,2020-02-22,-0.003207156381194358,0.0,0.0,0.0,0.0,0.00625
Albuquerque,2,2020-02-23,-0.0006668269368557577,0.0,0.0,0.0,0.0,0.01125
Albuquerque,2,2020-02-24,-0.0021854528278229595,0.0,0.0,0.0,0.0,0.014375
Albuquerque,2,2020-02-25,-0.005872957743243974,0.0,0.0,0.0,0.0,0.02
Albuquerque,2,2020-02-26,-0.006341833994094241,0.0,0.0,0.0,0.0,0.030000000000000006
Albuquerque,2,2020-02-27,0.0035008023097452662,0.0,0.0,0.0,0.0,0.03625
Albuquerque,2,2020-02-28,0.012611271412073733,0.0,0.0,0.0,0.0,0.04125
Albuquerque,2,2020-02-29,0.019812641369619338,0.0,0.0,0.0,0.0,0.049375
Albuquerque,2,2020-03-01,0.012480280704176247,0.0,0.0,0.0,0.025,0.06125000000000001
Albuquerque,2,2020-03-02,0.01405686112513562,0.0,0.0,0.0,0.07500000000000001,0.07437500000000001
Albuquerque,2,2020-03-03,0.013313087473889818,0.0,0.0,0.0,0.17500000000000002,0.08375000000000002
Albuquerque,2,2020-03-04,0.012100437571793757,0.0,0.0,0.0,0.275,0.09437500000000004
Albuquerque,2,2020-03-05,-0.002442135068502598,0.0,0.0,0.0,0.3,0.1075
Albuquerque,2,2020-03-06,-0.012121392541103218,0.0,0.0,0.0,0.5,0.116875
Albuquerque,2,2020-03-07,-0.014082054614215569,0.0,0.0,0.0,0.7000000000000002,0.12437500000000005
Albuquerque,2,2020-03-08,-0.01189024083426293,0.0,0.0,0.0,0.75,0.156875
Albuquerque,2,2020-03-09,-0.011144016767372169,0.0,0.0,0.25,0.8999999999999999,0.21375
Albuquerque,2,2020-03-10,-0.007270495598966206,0.0,0.5,0.5,1.0750000000000002,0.2475
Albuquerque,2,2020-03-11,-0.005297050322528463,1.0,1.0,0.75,1.375,0.26875
Albuquerque,2,2020-03-12,-0.0033127260451366186,2.0,2.0,0.5,1.6,0.30000000000000016
Albuquerque,2,2020-03-13,-0.003380680156245016,5.0,2.0,-0.75,1.7500000000000004,0.3218750000000001
Albuquerque,2,2020-03-14,-0.002364343422002891,6.0,0.5,1.0,2.0250000000000004,0.3693750000000001
Albuquerque,2,2020-03-15,-0.0030773358185258357,6.0,4.0,1.75,2.2749999999999995,0.4425000000000001
Albuquerque,2,2020-03-16,-0.003753155358663233,14.0,4.0,-1.5,2.4000000000000004,0.4925
Albuquerque,2,2020-03-17,-0.006845730019437854,14.0,1.0,-0.5,2.575000000000001,0.5375
Albuquerque,2,2020-03-18,-0.007502374754587157,16.0,3.0,1.25,3.6999999999999993,0.6006250000000001
Albuquerque,2,2020-03-19,-0.007565841466404155,20.0,3.5,1.5,4.85,0.6568750000000002
Albuquerque,2,2020-03-20,-0.006326897708876639,23.0,6.0,0.5,5.049999999999999,0.6800000000000002
Albuquerque,2,2020-03-21,-0.0068108914804515,32.0,4.5,-1.5,5.725000000000001,0.73
Albuquerque,2,2020-03-22,-0.005737479636055074,32.0,3.0,0.5,6.375000000000004,0.8174999999999999
Albuquerque,2,2020-03-23,-0.006830066285439591,38.0,5.5,1.0,6.75,0.870625
Albuquerque,2,2020-03-24,-0.005465213886811506,43.0,5.0,-1.5,8.475000000000001,0.9000000000000002
Albuquerque,2,2020-03-25,-0.008658428115788671,48.0,2.5,-0.75,9.8,0.9131250000000004
Albuquerque,2,2020-03-26,-0.009603299667932566,48.0,3.5,10.0,10.699999999999996,0.9175000000000004
Albuquerque,2,2020-03-27,-0.01284807682523921,55.0,22.5,9.75,12.0,0.93
Albuquerque,2,2020-03-28,-0.011755490175854694,93.0,23.0,-9.25,13.475,0.8874999999999998
Albuquerque,2,2020-03-29,-0.011251047937237411,101.0,4.0,-4.5,14.450000000000005,0.8137500000000006
Albuquerque,2,2020-03-30,-0.008069010042967105,101.0,14.0,5.0,14.725,0.8093750000000002
Albuquerque,2,2020-03-31,-0.008075401644629802,129.0,14.0,-2.25,16.924999999999994,0.8212499999999994
Albuquerque,2,2020-04-01,-0.008607744607297067,129.0,9.5,11.25,18.75,0.7925000000000003
Albuquerque,2,2020-04-02,-0.01224138814980085,148.0,36.5,8.75,19.425,0.7737500000000005
Albuquerque,2,2020-04-03,-0.015837858835919084,202.0,27.0,-7.25,20.350000000000012,0.7256249999999994
Albuquerque,2,2020-04-04,-0.01689776002820945,202.0,22.0,1.5,20.475000000000012,0.6425
Albuquerque,2,2020-04-05,-0.016278288149445697,246.0,30.0,4.25,20.900000000000006,0.5818750000000009
Albuquerque,2,2020-04-06,-0.01435479893271889,262.0,30.5,-3.75,21.274999999999988,0.5093750000000007
Albuquerque,2,2020-04-07,-0.012468482572377638,307.0,22.5,-10.75,20.5,0.4025000000000005
Albuquerque,2,2020-04-08,-0.011827501571226591,307.0,9.0,13.75,20.600000000000023,0.3212500000000001
Albuquerque,2,2020-04-09,-0.013354125932475027,325.0,50.0,16.0,21.674999999999986,0.32624999999999915
Albuquerque,2,2020-04-10,-0.012963652678659355,407.0,41.0,-16.75,21.949999999999992,0.2806250000000001
Albuquerque,2,2020-04-11,-0.013087954451141394,407.0,16.5,-8.5,21.850000000000023,0.15250000000000102
Albuquerque,2,2020-04-12,-0.01304438999309315,440.0,24.0,-4.5,22.224999999999994,0.10374999999999987
Albuquerque,2,2020-04-13,-0.009829120428455027,455.0,7.5,-6.5,22.024999999999977,0.1143749999999991
Albuquerque,2,2020-04-14,-0.005229096211420062,455.0,11.0,1.75,21.950000000000014,0.14312499999999995
Albuquerque,2,2020-04-15,-0.0029910863222672186,477.0,11.0,-2.0,21.825000000000014,0.17125000000000032
Albuquerque,2,2020-04-16,-0.0059773572619572606,477.0,7.0,7.0,21.25,0.17375000000000018
Albuquerque,2,2020-04-17,-0.010664510395088714,491.0,25.0,9.25,20.325000000000017,0.2150000000000003
Albuquerque,2,2020-04-18,-0.011903454152616228,527.0,25.5,-2.75,20.44999999999999,0.25312499999999866
Albuquerque,2,2020-04-19,-0.0128169982367636,542.0,19.5,-6.75,21.774999999999977,0.215
Albuquerque,2,2020-04-20,-0.012116789043566048,566.0,12.0,-1.25,21.100000000000023,0.17562500000000167
Albuquerque,2,2020-04-21,-0.012943204211616932,566.0,17.0,10.25,20.67500000000001,0.1812499999999987
Albuquerque,2,2020-04-22,-0.013872412029762568,600.0,32.5,4.25,21.649999999999977,0.1843749999999994
Albuquerque,2,2020-04-23,-0.01589869389658412,631.0,25.5,-6.5,22.699999999999992,0.16562500000000224
Albuquerque,2,2020-04-24,-0.017490938051541758,651.0,19.5,-3.5,23.850000000000023,0.14750000000000024
Albuquerque,2,2020-04-25,-0.01706138773896924,670.0,18.5,-3.75,24.375,0.1549999999999984
Albuquerque,2,2020-04-26,-0.015927140833907776,688.0,12.0,3.25,24.75,0.18812500000000024
Albuquerque,2,2020-04-27,-0.014703860810378522,694.0,25.0,11.75,25.625,0.2343750000000008
Albuquerque,2,2020-04-28,-0.0177419920121508,738.0,35.5,5.75,25.599999999999966,0.2418749999999997
Albuquerque,2,2020-04-29,-0.02451655940652161,765.0,36.5,-1.5,25.275000000000034,0.15437500000000035
Albuquerque,2,2020-04-30,-0.030396757521733132,811.0,32.5,-0.25,25.375,0.09875000000000124
Albuquerque,2,2020-05-01,-0.029125128307111472,830.0,36.0,6.25,25.67499999999995,0.1112499999999998
Albuquerque,2,2020-05-02,-0.025674468515862567,883.0,45.0,-2.75,25.775000000000034,0.0599999999999981
Albuquerque,2,2020-05-03,-0.021061114882228543,920.0,30.5,-11.75,25.100000000000023,-0.048749999999999634
Albuquerque,2,2020-05-04,-0.023789510144618938,944.0,21.5,-6.0,24.774999999999977,-0.15812499999999965
Albuquerque,2,2020-05-05,-0.026485219949915186,963.0,18.5,1.5,25.199999999999992,-0.2287500000000022
Albuquerque,2,2020-05-06,-0.028230212814678517,981.0,24.5,3.0,25.400000000000034,-0.2643750000000011
Albuquerque,2,2020-05-07,-0.028496384296012152,1012.0,24.5,-2.75,25.550000000000008,-0.31124999999999825
Albuquerque,2,2020-05-08,-0.03190347962921281,1030.0,19.0,-1.5,24.899999999999977,-0.3262499999999945
Albuquerque,2,2020-05-09,-0.034712612206037004,1050.0,21.5,-0.5,23.5,-0.2881249999999965
Albuquerque,2,2020-05-10,-0.03837470268586444,1073.0,18.0,-1.25,23.32500000000005,-0.2756250000000008
Albuquerque,2,2020-05-11,-0.03021293022345183,1086.0,19.0,0.5,22.899999999999977,-0.29687499999999994
Albuquerque,2,2020-05-12,-0.02456621813247979,1111.0,19.0,0.0,21.824999999999925,-0.32000000000000023
Albuquerque,2,2020-05-13,-0.017279210029210464,1124.0,19.0,4.5,20.57500000000005,-0.3250000000000013
Albuquerque,2,2020-05-14,-0.01837179667859498,1149.0,28.0,1.75,19.649999999999977,-0.309375
Albuquerque,2,2020-05-15,-0.018284667762498492,1180.0,22.5,-6.5,19.42499999999995,-0.3193750000000008
Albuquerque,2,2020-05-16,-0.016714478943201813,1194.0,15.0,-5.25,19.125,-0.3487500000000039
Albuquerque,2,2020-05-17,-0.017154908256728427,1210.0,12.0,-3.75,18.800000000000068,-0.3625000000000028
Albuquerque,2,2020-05-18,-0.018214809449018796,1218.0,7.5,10.5,19.375000000000114,-0.3431249999999991
Albuquerque,2,2020-05-19,-0.023383622036325914,1225.0,33.0,8.25,19.975000000000023,-0.2799999999999982
Albuquerque,2,2020-05-20,-0.023078670829988195,1284.0,24.0,-9.25,19.649999999999977,-0.2631249999999993
Albuquerque,2,2020-05-21,-0.02012157427640247,1273.0,14.5,-2.0,19.524999999999977,-0.2924999999999982
Albuquerque,2,2020-05-22,-0.01544154019371438,1313.0,20.0,-1.25,19.125,-0.26374999999999593
Albuquerque,2,2020-05-23,-0.016272442761056667,1313.0,12.0,-1.5,18.75,-0.1949999999999988
Albuquerque,2,2020-05-24,-0.020093127339078823,1337.0,17.0,0.25,18.75,-0.13312500000000105
Albuquerque,2,2020-05-25,-0.02178761793085754,1347.0,12.5,0.5,18.449999999999925,-0.10687499999999936
Albuquerque,2,2020-05-26,-0.019587078231843,1362.0,18.0,11.75,18.199999999999925,-0.1012499999999988
Albuquerque,2,2020-05-27,-0.017445766724874977,1383.0,36.0,6.5,18.25,-0.08437499999999992
Albuquerque,2,2020-05-28,-0.018337801686635062,1434.0,31.0,-10.5,18.475000000000023,-0.10375000000000503
Albuquerque,2,2020-05-29,-0.021696547828743317,1445.0,15.0,-7.75,18.725000000000023,-0.18312500000000675
Albuquerque,2,2020-05-30,-0.023750730419614858,1464.0,15.5,-2.0,17.575000000000045,-0.2275000000000005
